SKU,Handle,Description,Title,Price,Vendor,Type,Image_Src,Quantity
15027,redken-blonde-idol-high-lift-t-conditioning-cream-haircolor-titanium,"Крем-краска, титаниум, 60 мл",Redken Blonde Idol High Lift T conditioning cream haircolor Titanium,1130,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-blonde-idol-high-lift-t-conditioning-cream-haircolor-titanium---krem-kraska-titanium-60-mlP1045700.150x150.jpg,4
15028,redken-blonde-idol-high-lift-p-conditioning-cream-haircolor-pearl,"Крем-краска, перламутр, 60 мл",Redken Blonde Idol High Lift P conditioning cream haircolor Pearl,1130,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-blonde-idol-high-lift-p-conditioning-cream-haircolor-pearl---krem-kraska-perlamutr-60-mlP1044600.150x150.jpg,15
15029,redken-blonde-idol-high-lift-bl-conditioning-cream-haircolor-ash-blue,"Крем-краска, пепельно-синий, 60 мл",Redken Blonde Idol High Lift BL conditioning cream haircolor Ash Blue,1130,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-blonde-idol-high-lift-bl-conditioning-cream-haircolor-ash-blue---krem-kraska-pepelno-sinij-60-mlP1044200.150x150.jpg,20
15030,redken-blonde-idol-high-lift-na-conditioning-cream-haircolor-natural-ash,"Крем-краска, натуральный-пепельный, 60 мл",Redken Blonde Idol High Lift NA conditioning cream haircolor Natural Ash,1130,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-blonde-idol-high-lift-na-conditioning-cream-haircolor-natural-ash---krem-kraska-naturalnyj-pepelnyj-60-mlP1043800.150x150.jpg,9
15031,redken-blonde-idol-high-lift-n-conditioning-cream-haircolor-natural,"Крем-краска, натуральный, 60 мл",Redken Blonde Idol High Lift N conditioning cream haircolor Natural,1130,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-blonde-idol-high-lift-n-conditioning-cream-haircolor-natural---krem-kraska-naturalnyj-60-mlP1043200.150x150.jpg,17
15032,redken-blonde-idol-high-lift-vv-conditioning-cream-haircolor-violet-violet,"Крем-краска, глубокий фиолетовый, 60 мл",Redken Blonde Idol High Lift Vv conditioning cream haircolor Violet-violet,1130,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-blonde-idol-high-lift-vv-conditioning-cream-haircolor-violet-violet---krem-kraska-glubokij-fioletovyj-60-mlP1045400.150x150.jpg,2
15033,redken-blonde-idol-high-lift-b-conditioning-cream-haircolor-beige,"Крем-краска, бежевый, 60 мл",Redken Blonde Idol High Lift B conditioning cream haircolor Beige,1130,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-blonde-idol-high-lift-b-conditioning-cream-haircolor-beige---krem-kraska-bezhevyj-60-mlP1043500.150x150.jpg,20
15034,redken-extreme,"Укрепляющий шампунь, 300 мл.",Redken Extreme,1138,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-extreme---ukreplyayuschij-shampun-300-mlex_shampoo.150x150.jpg,1
15035,redken-extreme-length-primer,"Восстанавливающий уход для устранения секущихся концов, 150 мл",Redken Extreme Length Primer,1714,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-extreme-length-primer---vosstanavlivayuschij-uhod-dlya-ustraneniya-sekuschihsya-kontsov-50-ml55a527a3366b3.150x150.jpg,9
15036,redken-extreme-length-sealer,"Лосьон с биотином для ускорения роста волос: корни и длина, 50 мл",Redken Extreme Length Sealer,2236,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-extreme-length---loson-s-biotinom-dlya-uskoreniya-rosta-volos-korni-i-dlina-150-mlsealer_1_.150x150.jpg,17
15037,redken-frizz-dismiss,"Шампунь для гладкости и дисциплины волос, 300 мл",Redken Frizz Dismiss,1311,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-frizz-dismiss---shampun-dlya-gladkosti-i-distsipliny-volos-250-mlfrizzdismiss_shampoo_large.150x150.jpg,4
15038,redken-frizz-dismiss-2,"Шампунь для гладкости и дисциплины волос, 1000 мл",Redken Frizz Dismiss,2660,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-frizz-dismiss---shampun-dlya-gladkosti-i-distsipliny-volos-1000-mlredken_frizz_dismiss_shampoo_1000ml-300x300.150x150.jpg,10
15039,redken-frizz-dismiss-conditioner,"Кондиционер для гладкости и дисциплины волос, 250 мл",Redken Frizz Dismiss Conditioner,1640,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-frizz-dismiss-conditioner---konditsioner-dlya-gladkosti-i-distsipliny-volos-250-mlfrizzdismiss_conditioner_large.150x150.jpg,3
15040,redken-frizz-dismiss-3,"Кондиционер для гладкости и дисциплины волос, 1000 мл",Redken Frizz Dismiss,3682,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-frizz-dismiss---konditsioner-dlya-gladkosti-i-distsipliny-volos-1000-mlredken_frizz_dismiss_conditioner_1000ml-300x300.150x150.jpg,8
15041,redken-frizz-dismiss-mask,"Питающая маска для гладкости с акваторилом и маслом прокакси, 250 мл",Redken Frizz Dismiss Mask,2087,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-frizz-dismiss-mask---pitayuschaya-maska-dlya-gladkosti-s-akvatorilom-i-maslom-prokaksi-250-mlfrizzdismiss_mask_large.150x150.jpg,4
15042,redken-frizz-dismiss-rebel-tame-fpf-40,"Несмываемый крем-уход для плотных волос, 250 мл",Redken Frizz Dismiss Rebel Tame FPF 40,1640,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-frizz-dismiss-rebel-tame-fpf-40---nesmyvaemyj-krem-uhod-dlya-plotnyh-volos-250-mlp1048800.150x150.jpg,4
15043,redken-frizz-dismiss-instant-deflate-fpf-30,"Несмываемая сыворотка для нормальных и плотных волос, 125 мл",Redken Frizz Dismiss instant Deflate FPF 30,1640,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-frizz-dismiss-instant-deflate-fpf-30---nesmyvaemaya-syvorotka-dlya-normalnyh-i-plotnyh-volos-125-mlp1050000.150x150.jpg,6
15044,redken-frizz-dismiss-smooth-force-fpf-20,"Лосьон для гладкости тонких и нормальных волос, 150 мл",Redken Frizz Dismiss Smooth Force FPF 20,1640,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-frizz-dismiss-smooth-force-fpf-20---loson-dlya-gladkosti-tonkih-i-normalnyh-volos-150-mlp1049400.150x150.jpg,18
15045,redken-one-united-all-in-one-multi-benefit-treatment,"Мультифункциональный спрей с 25 полезными свойствами, 150 мл",Redken One United All-In-One Multi-Benefit Treatment,2518,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-one-united-all-in-one-multi-benefit-treatment---multifunktsionalnyj-sprej-s-25-poleznymi-svojstvami-150-ml2290071.150x150.jpg,19
15046,redken-frizz-dismiss-fly-away-fix-fpf-10,"Салфетки против пушистости для всех типов волос, 50 шт",Redken Frizz Dismiss Fly-away Fix FPF 10,2087,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-frizz-dismiss-fly-away-fix-fpf-10---salfetki-protiv-pushistosti-dlya-vseh-tipov-volos-50-shtp1049200.150x150.jpg,13
15047,redken-cerafill-defy-shampoo,"Шампунь для тонких волос, 290 мл.",Redken Cerafill Defy Shampoo,1311,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-cerafill-defy-shampoo---shampun-dlya-podderzhaniya-plotnosti-istonchayuschihsya-volos-69400402-mlRedken_Cerafill_Defy_enl.150x150.jpg,13
15048,redken-cerafill-defy-conditioner,"Кондиционер для тонких волос, 245 мл.",Redken Cerafill Defy Conditioner,1640,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-cerafill-defy-conditioner---konditsioner-dlya-podderzhaniya-plotnosti-istonchayuschihsya-volos-89900424-mlkond-Cerafill-Defy_enl.150x150.jpg,12
15049,redken-cerafill-retaliate-shampoo,"Шампунь для сильно истонченных волос, 290 мл.",Redken Cerafill Retaliate Shampoo,1311,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-cerafill-retaliate-shampoo---shampun-dlya-silno-istonchennyh-volos-69400402-mlRedken-Cerafill-Retaliate_enl.150x150.jpg,8
15050,redken-cerafill-retaliate-conditioner,"Кондиционер для сильно истонченных волос, 245 мл.",Redken Cerafill Retaliate Conditioner,1640,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-cerafill-retaliate-conditioner---konditsioner-dlya-silno-istonchennyh-volos-89900424-mlKond-Cerafill-Retaliate_enl.150x150.jpg,13
15051,redken-cerafill-retaliate-stemoxydine-5%,Ежедневный несмываемый уход 5%,Redken Cerafill Retaliate Stemoxydine 5%,2056,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-cerafill-retaliate-stemoxydine-5---ezhednevnyj-nesmyvaemyj-uhod-5Stemoxydine.150x150.jpg,13
15052,redken-diamond-oil-shampoo,"Шампунь для поврежденных волос, 300 мл.",Redken Diamond Oil Shampoo,1311,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-diamond-oil-shampoo---shampun-dlya-povrezhdennyh-volos-69400402-mlDiamond-Oil-shompu_enl.150x150.jpg,3
15053,redken-diamond-oil-shampoo-2,"Шампунь для поврежденных волос, 1000 мл.",Redken Diamond Oil Shampoo,2660,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-diamond-oil-shampoo---shampun-dlya-povrezhdennyh-volos-169700402-mlRedken-Diamond-Oil1000-_enl.150x150.jpg,6
15054,redken-diamond-oil-conditioner,"Кондиционер для ломких и секущихся волос, 250 мл.",Redken Diamond Oil Conditioner,1640,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-diamond-oil-conditioner---konditsioner-dlya-lomkih-i-sekuschihsya-volos-89900424-mlDiamond-Oil-kond_enl.150x150.jpg,4
15055,redken-diamond-oil-conditioner-2,"Кондиционер для ломких и секущихся волос, 1000 мл.",Redken Diamond Oil Conditioner,3682,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-diamond-oil-conditioner---konditsioner-dlya-lomkih-i-sekuschihsya-volos-23549968-mlRedken_Diamond_Oil_kond-1000_enl.150x150.jpg,9
15056,redken-diamond-oil,"Термозащитное масло, ускоряющее укладку, 100 мл",Redken Diamond Oil,2236,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-diamond-oil---termozaschitnoe-maslo-uskoryayuschee-ukladku-100-mlRedken-Diamond-Oil.150x150.jpeg,4
15057,redken-diamond-oil-high-shine-airy-mist,"Легкий спрей-масло для волос, 150 мл.",Redken Diamond Oil High Shine Airy Mist,1640,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-diamond-oil-high-shine-airy-mist---legkij-sprej-maslo-dlya-volos-89900424-mlsprey-high-shine-redken-diamond-oil.150x150.jpg,19
15058,redken-powder-grip-03,Текстурирующая пудра для объема 7 гр,Redken Powder Grip 03,1109,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-powder-grip-03Redken-Powder-Grip-03.250x250.150x150.jpg,2
15059,redken-wax-blast-10,Текстурирующий спрей-воск для завершения укладки 150 мл,Redken Wax Blast 10,1109,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-wax-blast-1014_130.250x250.150x150.jpg,20
15060,redken-rough-paste-12,Паста для моделирования и текстурирования волос 75 мл,Redken Rough Paste 12,1109,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-rough-paste-1215_123.250x250.150x150.jpg,18
15061,redken-rough-clay-20,Пластичная текстурирующая глина с матовым эффектом 50 мл,Redken Rough Clay 20,1109,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-rough-clay-20Redken-Rough-Clay-20.250x250.150x150.jpg,17
15062,redken-cerafill-hair-advance-with-aminexil,Ампулы двойного действия против истончения волос,Redken Cerafill Hair Advance with Aminexil,3085,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-cerafill-hair-advance-with-aminexil---ampuly-dvojnogo-dejstviya-protiv-istoncheniya-volosMaximize_HairAdvanced_product_Line.150x150.jpg,10
15063,redken-cerafill-maximize-dense-fx,Несмываемый уход для увеличения диаметра и плотности волос,Redken Cerafill Maximize Dense Fx,2056,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-cerafill-maximize-dense-fx---nesmyvaemyj-uhod-dlya-uvelicheniya-diametra-i-plotnosti-voloscerafill_maximize_densefx_150x250.150x150.jpg,11
15064,redken-cerafill-defy-scalp-energizing-treatment,Ежедневный несмываемый уход,Redken Cerafill Defy Scalp Energizing Treatment,2056,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-cerafill-defy-scalp-energizing-treatment---ezhednevnyj-nesmyvaemyj-uhod-Energizing-Scalp-Treatment.150x150.jpg,14
15065,redken-blonde-idol,"Бессульфатный шампунь, восстанавливающий баланс pH, специально для волос блонд 300 мл",Redken Blonde Idol,1311,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-blonde-idol---bessulfatnyj-shampun-vosstanavlivayuschij-balans-ph-spetsialno-dlya-volos-blond-300-ml99.150x150.jpg,10
15066,redken-blonde-idol-2,"Бессульфатный шампунь, восстанавливающий баланс pH, специально для волос блонд 1000 мл",Redken Blonde Idol,2660,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-blonde-idol---bessulfatnyj-shampun-vosstanavlivayuschij-balans-ph-spetsialno-dlya-volos-blond-1000-ml12.150x150.jpg,9
15067,redken-blonde-idol-3,Маска для питания и смягчения волос оттенка блонд 250 мл,Redken Blonde Idol,2087,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-blonde-idol---maska-dlya-pitaniya-i-smyagcheniya-volos-ottenka-blond-250-ml11.150x150.jpg,3
15068,redken-blonde-idol-bbb,"Легкий многофункциональный спрей-уход для волос блонд, 150 мл.",Redken Blonde Idol Bbb,1640,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-blonde-idol-bbb---legkij-mnogofunktsionalnyj-sprej-uhod-dlya-volos-blond-89900424-mlRedken_Blonde_Idol_BBB_enl.150x150.jpg,20
15069,redken-blonde-idol-4,Двухфазный нейтрализующий кондиционер-уход для поддержания холодных оттенков блонд Фиолет 250 мл,Redken Blonde Idol,1967,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-blonde-idol---dvuhfaznyj-nejtralizuyuschij-konditsioner-uhod-dlya-podderzhaniya-holodnyh-ottenkov-blond-fiolet-250-ml100.150x150.jpg,17
15070,redken-blonde-idol-5,Двухфазный нейтрализующий кондиционер-уход для поддержания теплых оттенков блонд Голд 250 мл,Redken Blonde Idol,1967,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-blonde-idol---dvuhfaznyj-nejtralizuyuschij-konditsioner-uhod-dlya-podderzhaniya-teplyh-ottenkov-blond-gold-250-ml10.150x150.jpg,1
15071,redken,Осветляющая пудра флэш лифт 500 г,Redken,2236,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken---osvetlyayuschaya-pudra-flesh-lift-500-g-E1072000.150x150.jpg,16
15072,redken-2,Паста блонд глем пюр лайт с аммиак 500 мл,Redken,2982,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken---pasta-blond-glem-pyur-lajt-s-ammiak-500-ml-E0814900.150x150.jpg,14
15073,redken-3,Блонд глем проявитель 20 вол 6% 1000 мл,Redken,1491,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken---blond-glem-proyavitel-20-vol-6-1000-ml-Redken_20_.150x150.jpg,8
15074,redken-4,Блонд глем проявитель 30 вол 9% 1000 мл,Redken,1491,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken---blond-glem-proyavitel-30-vol-9-1000-ml-Redken_30_.150x150.jpg,18
15075,redken-5,Блонд глем проявитель 40 вол 12% 1000 мл,Redken,1491,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken---blond-glem-proyavitel-40-vol-12-1000-ml-E0796600.150x150.jpg,15
15076,redken-shape-factor,Шэйп Абилити 22 скульптурирующая крем-паста с эффектом лака 50 мл,Redken Shape Factor,1109,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shape-factor---shejp-abiliti-22-skulpturiruyuschaya-krem-pasta-s-effektom-laka-50-mlcf8c04107258666c7ce3aeabc6610d2b.150x150.jpg,19
15077,redken-shine-flash,Шайн Флеш 02 Спрей,Redken Shine Flash,960,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shine-flash---shajn-flesh-02-sprej---blesk-dlya-volos-150-mlsprey-blesk-dlya-volos-shine-flash-redken.150x150.jpg,7
15078,redken-outshine-01,Выпрямляющее молочко с эффектом анти-фриз 100 мл,Redken Outshine 01,1109,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-outshine-0119_109.250x250.150x150.jpg,11
15079,redken-aerate-08,Крем-мусс для объема 125 мл,Redken Aerate 08,1109,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-aerate-08Redken-Aerate-08.250x250.150x150.jpg,20
15080,redken-full-effect-04,Увлажняющий мусс-объем для волос 250 мл,Redken Full Effect 04,1109,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-full-effect-0417_119.250x250.150x150.jpg,5
15081,redken-rootful-06,Спрей для прикорневого объема 250 мл,Redken Rootful 06,782,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-rootful-06Redken-Rootful-06.250x250.150x150.jpg,18
15082,redken-guts-10,Спрей-мусс для объема 300 мл,Redken Guts 10,1109,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-guts-107_177.250x250.150x150.jpg,20
15083,redken-fabricate-03,Термозащитный спрей для создания текстуры при укладке феном 124 гр,Redken Fabricate 03,1109,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-fabricate-039_154.250x250.150x150.jpg,18
15084,redken-pillow-proof-blow-dry,"Термозащитный крем, 150 мл",Redken Pillow Proof Blow Dry,2236,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-pillow-proof-blow-dry---termozaschitnyj-krem-150-mlredken-pillow-proof-cream-LK2016.150x150.jpg,5
15085,redken-pillow-proof-blow-dry-two-day-extender,Сухой шампунь для волос 153 мл,Redken Pillow Proof Blow Dry Two Day Extender,1102,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-pillow-proof-blow-dry-two-day-extender---suhoj-shampun-dlya-volos-153-mlp0902200.150x150.jpg,7
15086,redken-quick-tease-15,Спрей для дизайна причесок 250 мл,Redken Quick Tease 15,1192,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-quick-tease-156_174.250x250.150x150.jpg,4
15087,redken-signature-look-wind-blown-05,Невесомый спрей для фиксации в движении и парфюм для волос 250 мл,Redken Signature Look Wind Blown 05,976,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-signature-look-wind-blown-05---nevesomyj-sprej-dlya-fiksatsii-v-dvizhenii-i-parfyum-dlya-volos-250-ml5_156.250x250.150x150.jpg,7
15088,redken-signature-look-fashion-waves-07,Cпрей с эффектом текстурированных волн 250 мл,Redken Signature Look Fashion Waves 07,976,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-signature-look-fashion-waves-07---cprej-s-effektom-teksturirovannyh-voln-150-ml4_275.250x250.150x150.jpg,14
15089,redken-forceful-23,Спрей супер-сильной фиксации для завершения укладки волос 400 мл,Redken Forceful 23,1192,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-forceful-2323_94.250x250.150x150.jpg,9
15090,redken-control-addict-28,Революционный спрей ультра-сильной фиксации 400 мл,Redken Control Addict 28,894,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-control-addict-2811_142.250x250.150x150.jpg,17
15091,redken-quick-dry-18,Спрей мгновенной фиксации для завершения укладки волос 400 мл,Redken Quick Dry 18,1192,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-quick-dry-1813_135.250x250.150x150.jpg,20
15092,redken-chromatics-ultra-rich-natural-natural,"Краска для волос, тон 1,0 1NN, натуральный, 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-10-1nn-naturalnyj-60-mlRedken-Chromatics-Ultra-Rich.150x150.jpg,2
15093,redken-chromatics-ultra-rich-natural-natural-2,"Краска для волос, тон 4NN, натуральный, 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-4nn-naturalnyj-60-mlChromatics-Ultra-Rich.150x150.jpg,14
15094,redken-chromatics-ultra-rich-natural-natural-3,"Краска для волос, тон 3,0 3NN, 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-30-3nn-60-mlRedken-Chromatics-Ultra-Rich.150x150.jpg,20
15095,redken-chromatics-ultra-rich-natural-ash,"Краска для волос, тон 4NA, натуральный пепельный, 60 мл",Redken Chromatics Ultra Rich Natural Ash,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-ash---kraska-dlya-volos-ton-4na-naturalnyj-pepelnyj-60-mlRedken-Chromatics-Ultra-Rich.150x150.jpg,7
15096,redken-chromatics-ultra-rich-natural-natural-4,"Краска для волос, тон 5NN, натуральный, 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-5nn-naturalnyj-60-mlRedken-Chromatics-Ultra-Rich.150x150.jpg,14
15097,redken-chromatics-ultra-rich-natural-ash-2,"Краска для волос, тон 5NA, натуральный пепельный, 60 мл",Redken Chromatics Ultra Rich Natural Ash,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-ash---kraska-dlya-volos-ton-5na-naturalnyj-pepelnyj-60-mlRedken-Chromatics-Ultra-Rich.150x150.jpg,16
15098,redken-chromatics-ultra-rich-gold-irid,"Краска для волос, тон 5GI, золотистый, 60 мл",Redken Chromatics Ultra Rich Gold Irid,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-gold-irid---kraska-dlya-volos-ton-5gi-zolotistyj-60-mlRedken-Chromatics-Ultra-Rich.150x150.jpg,20
15099,redken-chromatics-ultra-rich-natural-natural-5,"Краска для волос, тон 6NN, натуральный 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-6nn-naturalnyj-60-mlRedken-Chromatics-Ultra-Rich.150x150.jpg,9
15100,redken-chromatics-ultra-rich-natural-ash-3,"Краска для волос, тон 6NA, натуральный пепельный, 60 мл",Redken Chromatics Ultra Rich Natural Ash,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-ash---kraska-dlya-volos-ton-6na-naturalnyj-pepelnyj-60-mlRedken-Chromatics-Ultra-Rich.150x150.jpg,17
15101,redken-chromatics-ultra-rich-ash-blue,"Краска для волос, тон 6AB, пепельно-голубой, 60 мл",Redken Chromatics Ultra Rich Ash Blue,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-ash-blue---kraska-dlya-volos-ton-6ab-pepelno-goluboj-60-mlRedken-Chromatics-Ultra-Rich.150x150.jpg,15
15102,redken-chromatics-ultra-rich-natural-natural-6,"Краска для волос, тон 7NN, натуральный, 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-7nn-naturalnyj-60-mlRedken-Chromatics-Ultra-Rich.150x150.jpg,13
15103,redken-chromatics-ultra-rich-gold-irid-2,"Краска для волос, тон 7GI, золотисто-бежевый, 60 мл",Redken Chromatics Ultra Rich Gold Irid,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-gold-irid---kraska-dlya-volos-ton-7gi-zolotisto-bezhevyj-60-mlRedken-Chromatics-Ultra-Rich.150x150.jpg,5
15104,redken-chromatics-ultra-rich-natural-natural-7,"Краска для волос, тон 8NN, натуральный, 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-8nn-naturalnyj-60-mlRedken-Chromatics-Ultra-Rich.150x150.jpg,15
15105,redken-chromatics-ultra-rich-natural-ash-4,"Краска для волос, тон 8NA, натуральный пепельный, 60 мл",Redken Chromatics Ultra Rich Natural Ash,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-ash---kraska-dlya-volos-ton-8na-naturalnyj-pepelnyj-60-mlRedken-Chromatics-Ultra-Rich.150x150.jpg,5
15106,redken-chromatics-ultra-rich-ash-blue-2,"Краска для волос, тон 8AB, пепельно-голубой, 60 мл",Redken Chromatics Ultra Rich Ash Blue,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-ash-blue---kraska-dlya-volos-ton-8ab-pepelno-goluboj-60-mlRedken-Chromatics-Ultra-Rich.150x150.jpg,10
15107,redken-chromatics-ultra-rich-pearl,"Краска для волос, тон 8P, жемчужный, 60 мл",Redken Chromatics Ultra Rich Pearl,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-pearl---kraska-dlya-volos-ton-8p-zhemchuzhnyj-60-mlRedken-Chromatics-Ultra-Rich.150x150.jpg,13
15108,redken-chromatics-ultra-rich-natural-natural-8,"Краска для волос, тон 9NN, натуральный, 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Redken,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-9nn-naturalnyj-60-mlRedken-Chromatics-Ultra-Rich.150x150.jpg,7
