SKU,Vendor,Description,Title,Price,Type,Image_Src,Quantity
21511,Redken,Невесомый спрей для фиксации в движении и парфюм для волос 250 мл,Redken Signature Look Wind Blown 05,976,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-signature-look-wind-blown-05---nevesomyj-sprej-dlya-fiksatsii-v-dvizhenii-i-parfyum-dlya-volos-250-ml5_156.250x250.150x150.jpg,5
21512,Redken,Cпрей с эффектом текстурированных волн 250 мл,Redken Signature Look Fashion Waves 07,976,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-signature-look-fashion-waves-07---cprej-s-effektom-teksturirovannyh-voln-150-ml4_275.250x250.150x150.jpg,11
21513,Redken,Спрей супер-сильной фиксации для завершения укладки волос 400 мл,Redken Forceful 23,1192,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-forceful-2323_94.250x250.150x150.jpg,19
21514,Redken,Революционный спрей ультра-сильной фиксации 400 мл,Redken Control Addict 28,894,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-control-addict-2811_142.250x250.150x150.jpg,13
21515,Redken,Спрей мгновенной фиксации для завершения укладки волос 400 мл,Redken Quick Dry 18,1192,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-quick-dry-1813_135.250x250.150x150.jpg,17
21516,Redken,"Краска для волос, тон 1,0 1NN, натуральный, 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-10-1nn-naturalnyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,12
21517,Redken,"Краска для волос, тон 4NN, натуральный, 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-4nn-naturalnyj-60-mlChromatics_Ultra_Rich.150x150.jpg,1
21518,Redken,"Краска для волос, тон 3,0 3NN, 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-30-3nn-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,4
21519,Redken,"Краска для волос, тон 4NA, натуральный пепельный, 60 мл",Redken Chromatics Ultra Rich Natural Ash,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-ash---kraska-dlya-volos-ton-4na-naturalnyj-pepelnyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,1
21520,Redken,"Краска для волос, тон 5NN, натуральный, 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-5nn-naturalnyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,5
21521,Redken,"Краска для волос, тон 5NA, натуральный пепельный, 60 мл",Redken Chromatics Ultra Rich Natural Ash,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-ash---kraska-dlya-volos-ton-5na-naturalnyj-pepelnyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,4
21522,Redken,"Краска для волос, тон 5GI, золотистый, 60 мл",Redken Chromatics Ultra Rich Gold Irid,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-gold-irid---kraska-dlya-volos-ton-5gi-zolotistyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,13
21523,Redken,"Краска для волос, тон 6NN, натуральный 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-6nn-naturalnyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,2
21524,Redken,"Краска для волос, тон 6NA, натуральный пепельный, 60 мл",Redken Chromatics Ultra Rich Natural Ash,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-ash---kraska-dlya-volos-ton-6na-naturalnyj-pepelnyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,11
21525,Redken,"Краска для волос, тон 6AB, пепельно-голубой, 60 мл",Redken Chromatics Ultra Rich Ash Blue,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-ash-blue---kraska-dlya-volos-ton-6ab-pepelno-goluboj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,12
21526,Redken,"Краска для волос, тон 7NN, натуральный, 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-7nn-naturalnyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,7
21527,Redken,"Краска для волос, тон 7GI, золотисто-бежевый, 60 мл",Redken Chromatics Ultra Rich Gold Irid,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-gold-irid---kraska-dlya-volos-ton-7gi-zolotisto-bezhevyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,18
21528,Redken,"Краска для волос, тон 8NN, натуральный, 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-8nn-naturalnyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,5
21529,Redken,"Краска для волос, тон 8NA, натуральный пепельный, 60 мл",Redken Chromatics Ultra Rich Natural Ash,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-ash---kraska-dlya-volos-ton-8na-naturalnyj-pepelnyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,8
21530,Redken,"Краска для волос, тон 8AB, пепельно-голубой, 60 мл",Redken Chromatics Ultra Rich Ash Blue,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-ash-blue---kraska-dlya-volos-ton-8ab-pepelno-goluboj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,18
21531,Redken,"Краска для волос, тон 8P, жемчужный, 60 мл",Redken Chromatics Ultra Rich Pearl,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-pearl---kraska-dlya-volos-ton-8p-zhemchuzhnyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,10
21532,Redken,"Краска для волос, тон 9NN, натуральный, 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-9nn-naturalnyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,1
21533,Redken,"Краска для волос, тон 9AV, пепельно-фиолетовый, 60 мл",Redken Chromatics Ultra Rich Ash Violet,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-ash-violet---kraska-dlya-volos-ton-9av-pepelno-fioletovyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,7
21534,Redken,"Краска для волос, тон 9GI, золотисто-бежевый, 60 мл",Redken Chromatics Ultra Rich Gold Irid,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-gold-irid---kraska-dlya-volos-ton-9gi-zolotisto-bezhevyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,11
21535,Redken,"Краска для волос, тон 10,0 10NN, натуральный, 60 мл",Redken Chromatics Ultra Rich Natural Natural,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-natural---kraska-dlya-volos-ton-100-10nn-naturalnyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,8
21536,Redken,"Краска для волос, тон 10NA, натуральный пепельный, 60 мл",Redken Chromatics Ultra Rich Natural Ash,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-natural-ash---kraska-dlya-volos-ton-10na-naturalnyj-pepelnyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,6
21537,Redken,"Краска для волос, тон 10G, золотистый, 60 мл",Redken Chromatics Ultra Rich Gold,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-gold---kraska-dlya-volos-ton-10g-zolotistyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,5
21538,Redken,"Краска для волос, тон 10AV, пепельно-фиолетовый, 60 мл",Redken Chromatics Ultra Rich Viole,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-viole---kraska-dlya-volos-ton-10av-pepelno-fioletovyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,13
21539,Redken,"Краска для волос, тон 10,9 10P, жемчужный, 60 мл",Redken Chromatics Ultra Rich Pearl,1118,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-ultra-rich-pearl---kraska-dlya-volos-ton-109-10p-zhemchuzhnyj-60-mlRedken_Chromatics_Ultra_Rich.150x150.jpg,19
21540,Redken,Хроматикс Проявитель 10 вол 3% 1000 мл,Redken Chromatics,1236,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---hromatiks-proyavitel-10-vol-3-1000-ml-Redken_Chromatics_10vol.150x150.jpg,1
21541,Redken,Хроматикc Проявитель 20 вол 6%  1000 мл,Redken Chromatics,1236,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---hromatikc-proyavitel-20-vol-6-1000-ml-Redken_Chromatics_20vol.150x150.jpg,2
21542,Redken,Хроматикc Проявитель 30 вол 9% 1000 мл,Redken Chromatics,1236,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---hromatikc-proyavitel-30-vol-9-1000-ml-Redken_Chromatics_30vol.150x150.jpg,11
21543,Redken,Шейдс икью Процессинг солюшн 1000 мл,Redken Shades Eq Gloss,1147,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---shejds-ikyu-protsessing-solyushn-1000-ml-Redken_Shades_Eq_Gloss__.150x150.jpg,8
21544,Redken,Шейдс икью Кристал клир 500 мл,Redken Shades Eq Gloss,1938,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---shejds-ikyu-kristal-klir-500-ml-Redken_Shades_Eq_Gloss__.150x150.jpg,20
21545,Redken,Про-оксид 10 вол 3% 1000 мл,Redken Shades Eq Gloss,1236,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---pro-oksid-10-vol-3-1000-ml-Redken_pro-oxide_10_vol.150x150.jpg,1
21546,Redken,Про-оксид 20 вол 6% 1000 мл,Redken Shades Eq Gloss,1236,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---pro-oksid-20-vol-6-1000-ml-Redken_pro-oxide_20_vol.150x150.jpg,7
21547,Redken,Про-оксид 30 вол 9%1000 мл,Redken Shades Eq Gloss,1236,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---pro-oksid-30-vol-9-1000-ml-Redken_pro-oxide_30_vol.150x150.jpg,19
21548,Redken,Про-оксид 40 вол 12% 1000 мл,Redken Shades Eq Gloss,1236,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---pro-oksid-40-vol-12-1000-ml-Redken_pro-oxide_40_vol.150x150.jpg,10
21549,Redken,"Краска-блеск без аммиака для тонирования и ухода 09NW, 60 мл",Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-09nw-60-ml1.150x150.jpg,6
21550,Redken,"Краска-блеск без аммиака для тонирования и ухода 09P, 60 мл",Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-09p-60-ml1.150x150.jpg,6
21551,Redken,"Краска-блеск без аммиака для тонирования и ухода 07NW, 60 мл",Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-07nw-60-ml1.150x150.jpg,9
21552,Redken,"Краска-блеск без аммиака для тонирования и ухода 07N, 60 мл",Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-07n-60-ml1.150x150.jpg,19
21553,Redken,"Краска-блеск без аммиака для тонирования и ухода 07Р, 60 мл",Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-07r-60-ml1.150x150.jpg,2
21554,Redken,"Краска-блеск без аммиака для тонирования и ухода 07B, 60 мл",Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-07b-60-ml1.150x150.jpg,9
21555,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 02M 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-02m-60-ml-P0487600.150x150.jpg,13
21556,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 03B 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-03b-60-ml-P0067601.150x150.jpg,13
21557,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 03N 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-03n-60-ml-P0070901.150x150.jpg,8
21558,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 04NB 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-04nb-60-ml-P0053100.150x150.jpg,12
21559,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 04WG 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-04wg-60-ml-P0053201.150x150.jpg,5
21560,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 04M 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-04m-60-ml-Redken_Shades_Eq_Gloss_4m.150x150.jpg,4
21561,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 5B 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-5b-60-ml-P0068301.150x150.jpg,18
21562,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 05G 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-05g-60-ml-P0068701.150x150.jpg,3
21563,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 05K 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-05k-60-ml-P0068801.150x150.jpg,4
21564,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 05N 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-05n-60-ml-P0052901.150x150.jpg,12
21565,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 06AA 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-06aa-60-ml-P0488500.150x150.jpg,6
21566,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 06T 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-06t-60-ml-Redken_Shades_Eq_Gloss.150x150.jpg,16
21567,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 06GB 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-06gb-60-ml-P0072801.150x150.jpg,7
21568,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 06N 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-06n-60-ml-P0106001.150x150.jpg,11
21569,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 06R 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-06r-60-ml-P0488000.150x150.jpg,11
21570,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 06RB 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-06rb-60-ml-P0488800.150x150.jpg,19
21571,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 06WG 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-06wg-60-ml-P0053301.150x150.jpg,12
21572,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 06NB 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-06nb-60-ml-P0071200.150x150.jpg,4
21573,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 06KK 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-06kk-60-ml-P0106401.150x150.jpg,4
21574,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 07C  60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-07c-60-ml-P0488900.150x150.jpg,9
21575,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 07GB 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-07gb-60-ml-P0073201.150x150.jpg,20
21576,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 07NB 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-07nb-60-ml-P0073301.150x150.jpg,18
21577,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 07MV 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-07mv-60-ml-P0487100.150x150.jpg,19
21578,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 08C 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-08c-60-ml-P0489000.150x150.jpg,11
21579,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 08N 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-08n-60-ml-P0057301.150x150.jpg,7
21580,Redken,"Ухаживающая краска-крем  08GI-8GI, 60 мл",Redken Shades EQ Cream,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-cream---uhazhivayuschaya-kraska-krem-08gi-8gi-60-mlRedken_Redken_Shades_EQ_Cream.150x150.jpg,18
21581,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 08WG 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-08wg-60-ml-P0053400.150x150.jpg,8
21582,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 8КК 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-8kk-60-ml-Redken_Shades_Eq_Gloss.150x150.jpg,8
21583,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 09AA 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-09aa-60-ml-P0057800.150x150.jpg,12
21584,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 09NB 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-09nb-60-ml-P0060001.150x150.jpg,18
21585,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 09G 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-09g-60-ml-P0059601.150x150.jpg,11
21586,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 09K 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-09k-60-ml-P0068201.150x150.jpg,1
21587,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 09M 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-09m-60-ml-P0072601.150x150.jpg,15
21588,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 09N 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-09n-60-ml-P0059901.150x150.jpg,8
21589,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 9T 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-9t-60-ml-P0487500.150x150.jpg,17
21590,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 09V 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-09v-60-ml-P0060301.150x150.jpg,9
21591,Redken,Краска-блеск без аммиака для тонирования и ухода Шейдс икью 09GB 60 мл,Redken Shades Eq Gloss,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-gloss---kraska-blesk-bez-ammiaka-dlya-tonirovaniya-i-uhoda-shejds-ikyu-09gb-60-ml-P0060601.150x150.jpg,13
21592,Redken,Ухаживающая краска-крем без аммиака Шейдс икью крим 03NA 60 мл,Redken Shades Eq Cream,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-cream---uhazhivayuschaya-kraska-krem-bez-ammiaka-shejds-ikyu-krim-03na-60-ml-Redken_Shades_Eq_Cream.150x150.jpg,9
21593,Redken,Ухаживающая краска-крем без аммиака Шейдс икью крим 05WB 60 мл,Redken Shades Eq Cream,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-cream---uhazhivayuschaya-kraska-krem-bez-ammiaka-shejds-ikyu-krim-05wb-60-ml-Redken_Shades_Eq_Cream.150x150.jpg,20
