SKU,Vendor,Description,Title,Price,Type,Image_Src,Quantity
21594,Redken,Ухаживающая краска-крем без аммиака Шейдс икью крим 06NA 60 мл,Redken Shades Eq Cream,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-cream---uhazhivayuschaya-kraska-krem-bez-ammiaka-shejds-ikyu-krim-06na-60-ml-P0236901.150x150.jpg,9
21595,Redken,Ухаживающая краска-крем без аммиака Шейдс икью крим 08GI 60 мл,Redken Shades Eq Cream,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-cream---uhazhivayuschaya-kraska-krem-bez-ammiaka-shejds-ikyu-krim-08gi-60-ml-P0293401.150x150.jpg,9
21596,Redken,Ухаживающая краска-крем без аммиака Шейдс икью крим 09NA 60 мл,Redken Shades Eq Cream,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-cream---uhazhivayuschaya-kraska-krem-bez-ammiaka-shejds-ikyu-krim-09na-60-ml-Redken_Shades_Eq_Cream.150x150.jpg,18
21597,Redken,Ухаживающая краска-крем без аммиака Шейдс икью крим 09V 60 мл,Redken Shades Eq Cream,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-cream---uhazhivayuschaya-kraska-krem-bez-ammiaka-shejds-ikyu-krim-09v-60-ml-P0663201.150x150.jpg,3
21598,Redken,Ухаживающая краска-крем без аммиака Шейдс икью крим 09WB 60 мл,Redken Shades Eq Cream,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-cream---uhazhivayuschaya-kraska-krem-bez-ammiaka-shejds-ikyu-krim-09wb-60-ml-P0238401.150x150.jpg,15
21599,Redken,Ухаживающая краска-крем без аммиака Шейдс икью крим 09WN 60 мл,Redken Shades Eq Cream,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-cream---uhazhivayuschaya-kraska-krem-bez-ammiaka-shejds-ikyu-krim-09wn-60-ml-P0237501.150x150.jpg,5
21600,Redken,Ухаживающая краска-крем без аммиака Шейдс икью крим КЛИР 60 мл,Redken Shades Eq Cream,916,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shades-eq-cream---uhazhivayuschaya-kraska-krem-bez-ammiaka-shejds-ikyu-krim-klir-60-ml-P0259801.150x150.jpg,10
21601,Redken,"Шампунь, снимающий раздражение 300 мл",Redken Scalp Relief Soothing Balance,1311,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-scalp-relief-soothing-balance---shampun-snimayuschij-razdrazhenie-300-ml28.150x150.jpg,13
21602,Redken,Шампунь-контроль против перхоти 300 мл,Redken Scalp Relief Dandruf Control,1311,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-scalp-relief-dandruf-control---shampun-kontrol-protiv-perhoti-300-ml26.150x150.jpg,6
21603,Redken,Детокс шампунь против жирности 300 мл,Redken Scalp Relief Oil Detox,1311,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-scalp-relief-oil-detox---detoks-shampun-protiv-zhirnosti-300-ml27.150x150.jpg,2
21604,Redken,Лосьон-восстановитель нормального уровня ph для механически поврежденных волос 250 мл,Redken Phix Phase 3.5,1527,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-phix-phase-35-loson-vosstanovitel-normalnogo-urovnya-ph-dlya-mehanicheski-povrezhdennyh-volos-250-ml22.150x150.jpg,15
21605,Redken,Лосьон-восстановитель нормального уровня ph для механически поврежденных волос 250 мл,Redken Phix Phase 5.5,1527,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-phix-phase-55-loson-vosstanovitel-normalnogo-urovnya-ph-dlya-mehanicheski-povrezhdennyh-volos-250-ml23.150x150.jpg,5
21606,Redken,Интенсивный уход для окрашенных волос 500 мл,Redken Shot Phase Color Extend,3525,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shot-phase-color-extend-intensivnyj-uhod-dlya-okrashennyh-volos-500-ml18.150x150.jpg,19
21607,Redken,Интенсивный уход для сухих и жестких волос 500 мл,Redken Shot Phase All Soft,3525,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shot-phase-all-soft-intensivnyj-uhod-dlya-suhih-i-zhestkih-volos-500-ml17.150x150.jpg,16
21608,Redken,Интенсивный уход для поврежденных и ослабленных волос 500 мл,Redken Shot Phase Extreme,3525,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-shot-phase-extreme-intensivnyj-uhod-dlya-povrezhdennyh-i-oslablennyh-volos-500-ml19.150x150.jpg,18
21609,Redken,Камуфляж для волос Light Natural 60 мл,Redken Color Camo,745,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-color-camo---kraska---kamuflyazh-dlya-volos-kolor-kamo-light-natural-60-ml10666_300_300.150x150.jpg,4
21610,Redken,Камуфляж для волос Medium Natural 60 мл,Redken Color Camo,745,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-color-camo---kraska---kamuflyazh-dlya-volos-kolor-kamo-medium-natural-60-ml10666_300_300.150x150.jpg,19
21611,Redken,Камуфляж для волос Light Ash 60 мл,Redken Color Camo,745,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-color-camo---kraska---kamuflyazh-dlya-volos-kolor-kamo-light-ash-60-ml10666_300_300.150x150.jpg,17
21612,Redken,Камуфляж для волос Medium Ash 60 мл,Redken Color Camo,745,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-color-camo---kraska---kamuflyazh-dlya-volos-kolor-kamo-medium-ash-60-ml10666_300_300.150x150.jpg,1
21613,Redken,Тонизирующий шампунь для волос и кожи головы 300 мл,Redken Mint Clean Shampoo,1192,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-mint-clean-shampoo---toniziruyuschij-shampun-dlya-volos-i-kozhi-golovy-300-ml5.150x150.jpg,1
21614,Redken,Тонизирующий шампунь для волос и кожи головы 1000 мл,Redken Mint Clean Shampoo,2660,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-mint-clean-shampoo---toniziruyuschij-shampun-dlya-volos-i-kozhi-golovy-1000-ml6.150x150.jpg,13
21615,Redken,Шампунь и кондиционер 2-в-1 300 мл,Redken Clean Spice Shampoo,1192,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-clean-spice-shampoo---shampun-i-konditsioner-2-v-1-300-ml7.150x150.jpg,10
21616,Redken,Шампунь для ежедневного ухода за волосами 300 мл,Redken Go Clean Shampoo,1192,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-go-clean-shampoo---shampun-dlya-ezhednevnogo-uhoda-za-volosami-300-ml8.150x150.jpg,8
21617,Redken,"Экстра-очищающий шампунь для плотных волос, 250 мл",Redken Clean Brew Dark Ale for Coarse Hair,1192,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-clean-brew-dark-ale-for-coarse-hair---ekstra-ochischayuschij-shampun-dlya-plotnyh-volos-250-mlRedken_Clean_Brew_Dark_Ale_for_Coarse_Hair.150x150.jpeg,12
21618,Redken,Oчищающий шампунь для ежедневного применения с солодом и пивными дрожжами 250 мл,Redken For Men Clean Brew,1192,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-for-men-clean-brew---ochischayuschij-shampun-dlya-ezhednevnogo-primeneniya-s-solodom-i-pivnymi-drozhzhami-250-ml10.150x150.jpg,12
21619,Redken,Укрепляющий шампунь для нейтрализации желтизны седых и осветленных волос 300 мл,Redken Silver Charge,1192,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-silver-charge---ukreplyayuschij-shampun-dlya-nejtralizatsii-zheltizny-sedyh-i-osvetlennyh-volos-300-ml9.150x150.jpg,17
21620,Redken,Воск средний контроль 100 мл,Redken Maneuver Wax,1109,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-maneuver-wax---vosk-srednij-kontrol-100-ml13.150x150.jpg,5
21621,Redken,Паста для подвижной укладки и сильной фиксации волос 100 мл,Redken Work Hard Paste,1109,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-work-hard-paste---pasta-dlya-podvizhnoj-ukladki-i-silnoj-fiksatsii-volos-100-ml15.150x150.jpg,15
21622,Redken,Гель для укладки волос экстремальной фиксации 150 мл,Redken Stand Tough Gel,1109,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-stand-tough-gel---gel-dlya-ukladki-volos-ekstremalnoj-fiksatsii-150-ml14.150x150.jpg,17
21623,Redken,Укрепляющий шампунь 300 мл,Redken Extreme Shampoo,1311,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-extreme-shampoo---ukreplyayuschij-shampun-300-ml58.150x150.jpg,5
21624,Redken,Укрепляющий шампунь 1000 мл,Redken Extreme Shampoo,2660,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-extreme-shampoo---ukreplyayuschij-shampun-1000-ml59.150x150.jpg,12
21625,Redken,Укрепляющий уход-кондиционер 250 мл,Redken Extreme Conditioner,1640,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-extreme-conditioner---ukreplyayuschij-uhod-konditsioner-250-ml60.150x150.jpg,8
21626,Redken,Укрепляющий уход-кондиционер 1000 мл,Redken Extreme Conditioner,3682,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-extreme-conditioner---ukreplyayuschij-uhod-konditsioner-1000-ml61.150x150.jpg,17
21627,Redken,Восстанавливающий уход 150 мл,Redken Extreme Cat,1640,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-extreme-cat---vosstanavlivayuschij-uhod-150-ml65.150x150.jpg,9
21628,Redken,Восстанавливающий уход мгновенного действия 250 мл,Redken Extreme Anti Snap,1640,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-extreme-anti-snap---vosstanavlivayuschij-uhod-mgnovennogo-dejstviya-250-ml64.150x150.jpg,7
21629,Redken,Укрепляющая маска для осветленных волос 250 мл,Redken Extreme Strength Builder Plus,2087,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-extreme-strength-builder-plus---ukreplyayuschaya-maska-dlya-osvetlennyh-volos-250-ml63.150x150.jpg,3
21630,Redken,Питательный шампунь 300 мл,Redken Diamond Oil Shampoo,1311,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-diamond-oil-shampoo---pitatelnyj-shampun-300-ml43.150x150.jpg,6
21631,Redken,Питательный кондиционер 250 мл,Redken Diamond Oil Conditioner,1640,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-diamond-oil-conditioner---pitatelnyj-konditsioner-250-ml45.150x150.jpg,15
21632,Redken,Питательная маска 250 мл,Redken Diamond Oil Mask,2087,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-diamond-oil-mask---pitatelnaya-maska-250-ml47.150x150.jpg,3
21633,Redken,Шампунь-защита цвета 300 мл,Redken Color Extend Magnetics Shampoo,1311,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-color-extend-magnetics-shampoo---shampun-zaschita-tsveta-300-ml53.150x150.jpg,11
21634,Redken,Шампунь-защита цвета 1000 мл,Redken Color Extend Magnetics Shampoo,2660,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-color-extend-magnetics-shampoo---shampun-zaschita-tsveta-1000-ml54.150x150.jpg,19
21635,Redken,Кондиционер-защита цвета 250 мл,Redken Color Extend Magnetics Conditioner,1640,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-color-extend-magnetics-conditioner---konditsioner-zaschita-tsveta-250-ml55.150x150.jpg,9
21636,Redken,Кондиционер-защита 1000 мл,Redken Color Extend Magnetics Conditioner,3682,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-color-extend-magnetics-conditioner---konditsioner-zaschita-1000-ml56.150x150.jpg,11
21637,Redken,Маска-защита цвета 250 мл,Redken Color Extend Magnetics Mask,2087,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-color-extend-magnetics-mask---maska-zaschita-tsveta-250-ml57.150x150.jpg,14
21638,Redken,Краска для волос без аммиака Хроматикс Клир прозрачный 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-klir-prozrachnyj-60-mlP0257600.150x150.jpg,20
21639,Redken,Краска для волос без аммиака Хроматикс 2/2N натуральный 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-22n-naturalnyj-60-mlP0254600.150x150.jpg,7
21640,Redken,Краска для волос без аммиака Хроматикс 3/3N натуральный 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-33n-naturalnyj-60-mlP0254300.150x150.jpg,6
21641,Redken,Краска для волос без аммиака Хроматикс 3.03/3NW натуральный/теплый 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-3033nw-naturalnyjteplyj-60-mlP0535100.150x150.jpg,3
21642,Redken,Краска для волос без аммиака Хроматикс 4/4N натуральный 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-44n-naturalnyj-60-mlP0254000.150x150.jpg,6
21643,Redken,Краска для волос без аммиака Хроматикс 4.03/4NW натуральный/теплый 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-4034nw-naturalnyjteplyj-60-mlP0534800.150x150.jpg,12
21644,Redken,Краска для волос без аммиака Хроматикс 4.3/4G золотистый 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-434g-zolotistyj-60-mlP0249500.150x150.jpg,5
21645,Redken,Краска для волос без аммиака Хроматикс 4.56/4Br красный/коричневый 60 мл,Redken Chromatics Beyond Cover,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-beyond-cover---kraska-dlya-volos-bez-ammiaka-hromatiks-bk-4564br-krasnyjkorichnevyj-60-mlP0701500.150x150.jpg,4
21646,Redken,Краска для волос без аммиака Хроматикс 5/5N натуральный 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-55n-naturalnyj-60-mlP0253700.150x150.jpg,6
21647,Redken,Краска для волос без аммиака Хроматикс 5.03/5NW натуральный/теплый 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-5035nw-naturalnyjteplyj-60-mlP0534500.150x150.jpg,8
21648,Redken,Краска для волос без аммиака Хроматикс 5.03/5NW натуральный/теплый 60 мл,Redken Chromatics Beyond Cover,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-beyond-cover---kraska-dlya-volos-bez-ammiaka-hromatiks-bk-5035nw-naturalnyjteplyj-60-mlP0699700.150x150.jpg,16
21649,Redken,Краска для волос без аммиака Хроматикс 5.1/5Ab пепельный/синий 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-515ab-pepelnyjsinij-60-mlP0256400.150x150.jpg,15
21650,Redken,Краска для волос без аммиака Хроматикс 5.23/5Ig золотой/мерцающий 60 мл,Redken Chromatics Beyond Cover,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-beyond-cover---kraska-dlya-volos-bez-ammiaka-hromatiks-bk-5235ig-zolotojmertsayuschij-60-mlP0797500.150x150.jpg,20
21651,Redken,Краска для волос без аммиака Хроматикс 5.31/5Gb золотой/бежевый 60 мл,Redken Chromatics Beyond Cover,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-beyond-cover---kraska-dlya-volos-bez-ammiaka-hromatiks-bk-5315gb-zolotojbezhevyj-60-mlP0702400.150x150.jpg,7
21652,Redken,Краска для волос без аммиака Хроматикс 5.32/5GI золотой/мерцающий 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-5325gi-zolotojmertsayuschij-60-mlP0662900.150x150.jpg,17
21653,Redken,Краска для волос без аммиака Хроматикс 5.4/5C медный 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-545c-mednyj-60-mlP0248300.150x150.jpg,5
21654,Redken,Краска для волос без аммиака Хроматикс 5.46/5Cr медный/красный 60 мл,Redken Chromatics Beyond Cover,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-beyond-cover---kraska-dlya-volos-bez-ammiaka-hromatiks-bk-5465cr-mednyjkrasnyj-60-mlP0703300.150x150.jpg,1
21655,Redken,Краска для волос без аммиака Хроматикс 5.54/5Bc коричневый/медный 60 мл,Redken Chromatics Beyond Cover,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-beyond-cover---kraska-dlya-volos-bez-ammiaka-hromatiks-bk-5545bc-korichnevyjmednyj-60-mlP0702700.150x150.jpg,1
21656,Redken,Краска для волос без аммиака Хроматикс 6/6N натуральный 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-66n-naturalnyj-60-mlP0253400.150x150.jpg,3
21657,Redken,Краска для волос без аммиака Хроматикс 6.03/6NW натуральный/теплый 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-6036nw-naturalnyjteplyj-60-mlP0534200.150x150.jpg,10
21658,Redken,Краска для волос без аммиака Хроматикс 6.23 /6Ig золотистый/мерцающий 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-623-6ig-zolotistyjmertsayuschij-60-mlP0255500.150x150.jpg,19
21659,Redken,Краска для волос без аммиака Хроматикс 6.3/6G золотистый 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-636g-zolotistyj-60-mlP0249200.150x150.jpg,7
21660,Redken,Краска для волос без аммиака Хроматикс 6.32/6Gi золотой/мерцающий 60 мл,Redken Chromatics Beyond Cover,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-beyond-cover---kraska-dlya-volos-bez-ammiaka-hromatiks-bk-6326gi-zolotojmertsayuschij-60-mlP0700900.150x150.jpg,16
21661,Redken,Краска для волос без аммиака Хроматикс 6.35/6Gm золотистый/мокка 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-6356gm-zolotistyjmokka-60-mlP0622200.150x150.jpg,6
21662,Redken,Краска для волос без аммиака Хроматикс 6.43/6Сg медный/золотистый 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-6436sg-mednyjzolotistyj-60-mlP0724800.150x150.jpg,12
21663,Redken,Краска для волос без аммиака Хроматикс 7/7N натуральный 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-77n-naturalnyj-60-mlP0253100.150x150.jpg,7
21664,Redken,Краска для волос без аммиака Хроматикс 7.03/7NW натуральный/теплый 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-7037nw-naturalnyjteplyj-60-mlP0533900.150x150.jpg,2
21665,Redken,Краска для волос без аммиака Хроматикс 7.03/7NW натуральный/теплый 60 мл,Redken Chromatics Beyond Cover,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-beyond-cover---kraska-dlya-volos-bez-ammiaka-hromatiks-bk-7037nw-naturalnyjteplyj-60-mlP0699400.150x150.jpg,14
21666,Redken,Краска для волос без аммиака Хроматикс 7.1/7Ab пепельный/голубой 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-717ab-pepelnyjgoluboj-60-mlP0256100.150x150.jpg,10
21667,Redken,Краска для волос без аммиака Хроматикс 7.13/7Ago пепельный/золотистый 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-7137ago-pepelnyjzolotistyj-60-mlP0622800.150x150.jpg,7
21668,Redken,Краска для волос без аммиака Хроматикс 7.23/7Ig золотой/мерцающий 60 мл,Redken Chromatics Beyond Cover,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-beyond-cover---kraska-dlya-volos-bez-ammiaka-hromatiks-bk-7237ig-zolotojmertsayuschij-60-mlP0797200.150x150.jpg,4
21669,Redken,Краска для волос без аммиака Хроматикс 7.31/7Gb золотой/бежевый 60 мл,Redken Chromatics Beyond Cover,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-beyond-cover---kraska-dlya-volos-bez-ammiaka-hromatiks-bk-7317gb-zolotojbezhevyj-60-mlP0702100.150x150.jpg,16
21670,Redken,Краска для волос без аммиака Хроматикс 7.32/7GI золотой/мерцающий 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-7327gi-zolotojmertsayuschij-60-mlP0662500.150x150.jpg,7
21671,Redken,Краска для волос без аммиака Хроматикс 7.34/7Gc золотистый/медный 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-7347gc-zolotistyjmednyj-60-mlP0718300.150x150.jpg,18
21672,Redken,Краска для волос без аммиака Хроматикс 7.4/7С медный 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-747s-mednyj-60-mlP0248000.150x150.jpg,8
21673,Redken,Краска для волос без аммиака Хроматикс 7.46/7Cr медный/красный 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-7467cr-mednyjkrasnyj-60-mlP0717400.150x150.jpg,15
21674,Redken,Краска для волос без аммиака Хроматикс 8/8N натуральный 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-88n-naturalnyj-60-mlP0252800.150x150.jpg,18
21675,Redken,Краска для волос без аммиака Хроматикс 8.03/8NW натуральный/теплый 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-8038nw-naturalnyjteplyj-60-mlP0533600.150x150.jpg,12
21676,Redken,Краска для волос без аммиака Хроматикс 8.11/8Aa пепельный/пепельный 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-8118aa-pepelnyjpepelnyj-60-mlP0623200.150x150.jpg,6
21677,Redken,Краска для волос без аммиака Хроматикс 8.12/8Av пепельный/фиолетовый 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-8128av-pepelnyjfioletovyj-60-mlP0257300.150x150.jpg,6
21678,Redken,Краска для волос без аммиака Хроматикс 8.13/8Ag пепельный/золотой 60 мл,Redken Chromatics Beyond Cover,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-beyond-cover---kraska-dlya-volos-bez-ammiaka-hromatiks-bk-8138ag-pepelnyjzolotoj-60-mlP0796300.150x150.jpg,3
21679,Redken,Краска для волос без аммиака Хроматикс 8.17/8Ag пепельный/зеленый 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-8178ag-pepelnyjzelenyj-60-mlP0751200.150x150.jpg,12
21680,Redken,Краска для волос без аммиака Хроматикс 8.23/8Ig мерцающий/золотой 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-8238ig-mertsayuschijzolotoj-60-mlP0753300.150x150.jpg,17
21681,Redken,Краска для волос без аммиака Хроматикс 8.3/8G золотистый 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-838g-zolotistyj-60-mlP0248900.150x150.jpg,11
21682,Redken,Краска для волос без аммиака Хроматикс 8.31/8Gb золотистый/бежевый 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-8318gb-zolotistyjbezhevyj-60-mlP0250700.150x150.jpg,18
21683,Redken,Краска для волос без аммиака Хроматикс 8.32/8Gi золотой/мерцающий 60 мл,Redken Chromatics Beyond Cover,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics-beyond-cover---kraska-dlya-volos-bez-ammiaka-hromatiks-bk-8328gi-zolotojmertsayuschij-60-mlP0700600.150x150.jpg,19
21684,Redken,Краска для волос без аммиака Хроматикс 8.43/8Cg медный/золотистый 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-8438cg-mednyjzolotistyj-60-mlP0724500.150x150.jpg,20
21685,Redken,Краска для волос без аммиака Хроматикс 8.44/8Cc медный/медный 60 мл,Redken Chromatics,1043,Cosmetics,https://cdn.shopify.com/s/files/1/1316/6641/files/redken-chromatics---kraska-dlya-volos-bez-ammiaka-hromatiks-8448cc-mednyjmednyj-60-mlP0878400.150x150.jpg,17
